Latitude,Longitude,Timestamp,Weather,Age,Type_of_Vehicle,Accident_Held
10.87,76.83,2018-05-06 20:14:14,Stormy,32,Bike,No
10.93,76.84,2004-11-22 18:51:36,Foggy,41,Bus,Yes
11.01,77.18,1999-06-14 16:06:05,Clear,66,Bike,No
11.07,76.94,1999-06-14 16:06:05,Foggy,53,Truck,Yes
11.09,77.05,1991-01-20 23:25:19,Foggy,26,Truck,Yes
10.87,77.02,1992-03-25 07:20:13,Stormy,75,Bus,No
10.87,76.85,2008-12-22 07:37:19,Rainy,34,Bike,No
11.04,77.02,2021-03-27 05:30:51,Windy,18,Car,No
10.95,77.14,2006-02-23 15:43:15,Rainy,24,Auto-rickshaw,No
10.85,77.14,1994-05-26 07:54:17,Stormy,23,Truck,Yes
11.02,76.83,2003-04-27 08:18:03,Rainy,19,Truck,No
11.0,76.97,1996-10-10 21:17:20,Stormy,71,Bus,Yes
10.92,76.87,2024-05-03 14:32:10,Stormy,74,Truck,Yes
11.06,77.08,2016-10-24 16:01:34,Rainy,46,Auto-rickshaw,Yes
11.16,76.98,1990-08-22 18:51:20,Rainy,48,Auto-rickshaw,No
11.19,76.87,2019-06-18 13:40:39,Clear,49,Bike,No
10.82,76.97,2004-03-23 09:08:09,Rainy,21,Bike,Yes
10.95,77.03,2020-02-11 20:32:56,Clear,58,Bus,No
10.86,77.04,2011-12-28 06:48:28,Stormy,19,Bike,No
10.88,77.13,2019-05-16 10:14:00,Clear,68,Auto-rickshaw,No
11.12,76.96,2020-12-06 01:22:51,Foggy,27,Car,No
10.9,77.19,2011-11-21 04:39:27,Windy,31,Auto-rickshaw,Yes
10.87,76.83,2010-12-05 06:49:22,Rainy,28,Bus,No
11.13,77.0,2017-04-25 08:15:29,Rainy,50,Auto-rickshaw,Yes
10.9,77.16,2009-01-06 07:14:11,Rainy,76,Auto-rickshaw,Yes
11.17,77.17,2010-11-20 11:40:39,Foggy,41,Truck,No
10.98,77.17,2002-09-07 10:32:38,Rainy,76,Car,No
10.97,77.08,2008-12-02 20:21:14,Stormy,79,Bike,Yes
11.11,76.83,2014-10-20 20:50:11,Clear,61,Bus,No
10.96,77.06,2009-11-07 20:08:16,Rainy,20,Truck,Yes
11.02,77.01,2023-09-24 16:58:38,Rainy,78,Car,No
11.02,77.12,2023-08-21 22:28:47,Clear,31,Bus,No
11.16,76.81,1999-02-12 22:54:44,Windy,22,Auto-rickshaw,Yes
11.11,77.08,1998-03-05 17:05:22,Stormy,56,Auto-rickshaw,No
11.05,77.17,2006-09-29 20:17:37,Clear,55,Bus,No
10.95,77.01,2024-08-05 05:28:13,Foggy,24,Truck,No
10.82,76.83,2010-11-20 11:40:39,Rainy,66,Bike,Yes
11.2,77.13,2015-11-18 04:14:51,Clear,58,Bus,Yes
11.07,77.12,2019-09-04 17:42:30,Foggy,24,Auto-rickshaw,Yes
10.87,77.07,2021-01-15 06:21:18,Windy,20,Bus,No
11.05,76.9,1994-04-03 22:36:47,Foggy,33,Truck,No
10.84,76.87,2001-06-16 16:37:53,Foggy,55,Car,No
10.89,76.9,2018-10-23 11:11:45,Clear,71,Truck,Yes
11.1,76.95,2004-03-25 20:49:44,Rainy,30,Car,No
11.15,76.84,2006-04-29 07:41:34,Foggy,58,Bike,No
10.84,77.13,2008-09-29 08:33:04,Stormy,46,Car,No
11.04,77.2,2004-04-06 23:03:35,Foggy,24,Bike,No
11.01,76.82,1991-12-14 12:13:40,Stormy,59,Bus,Yes
11.04,77.09,2008-05-23 08:17:09,Stormy,69,Auto-rickshaw,No
11.13,76.89,2005-09-11 02:43:15,Stormy,44,Truck,Yes
11.11,77.1,1994-07-08 19:30:36,Foggy,64,Car,Yes
11.09,77.05,2016-07-25 03:03:03,Rainy,32,Bike,No
11.03,76.84,1990-09-26 23:25:37,Rainy,60,Auto-rickshaw,No
11.1,76.94,2018-11-11 10:18:10,Clear,51,Auto-rickshaw,Yes
10.9,76.81,1996-06-23 18:23:16,Stormy,37,Truck,Yes
11.19,77.12,2015-04-30 12:06:28,Foggy,45,Truck,No
11.17,76.97,2013-02-26 07:30:43,Windy,62,Bike,No
11.07,77.14,2006-03-24 00:52:05,Stormy,36,Auto-rickshaw,Yes
11.17,77.13,2002-03-07 21:18:50,Stormy,22,Truck,Yes
10.84,76.97,2018-01-04 21:38:56,Stormy,21,Car,Yes
11.17,76.95,1997-09-13 15:21:29,Clear,60,Bus,No
10.98,77.14,2019-06-18 13:40:39,Windy,18,Auto-rickshaw,Yes
10.86,77.13,2006-06-22 11:36:55,Windy,28,Bus,Yes
10.85,76.91,1991-12-14 12:13:40,Rainy,39,Bike,No
11.03,77.1,1995-05-24 14:29:57,Foggy,59,Bus,Yes
10.94,77.1,2014-02-28 01:10:25,Rainy,58,Truck,Yes
10.91,77.02,1992-03-02 17:31:06,Rainy,62,Bus,Yes
11.0,77.02,2024-02-24 19:29:18,Windy,52,Truck,No
11.01,76.93,1999-10-12 15:56:47,Stormy,59,Truck,No
10.91,77.0,2011-11-23 10:25:30,Stormy,78,Bus,Yes
11.02,77.19,2014-02-07 13:31:25,Clear,24,Auto-rickshaw,No
11.13,77.06,2022-11-24 15:11:49,Clear,44,Truck,Yes
10.93,77.07,2001-10-29 20:57:21,Windy,79,Auto-rickshaw,No
10.89,77.08,1996-05-21 08:02:44,Foggy,67,Truck,No
10.86,76.86,2004-10-02 18:24:48,Rainy,51,Bus,Yes
10.8,76.95,2015-08-12 15:15:47,Rainy,66,Bike,No
11.1,76.85,1992-02-16 06:27:46,Foggy,52,Bike,No
11.09,77.04,2004-05-14 14:33:44,Windy,59,Auto-rickshaw,Yes
11.1,77.08,2006-04-02 10:04:17,Windy,67,Truck,Yes
11.02,76.95,1991-05-10 07:59:19,Stormy,40,Bus,No
10.83,76.97,2005-11-20 01:28:24,Stormy,28,Bike,No
11.1,76.97,2010-11-20 11:40:39,Stormy,61,Bike,Yes
11.06,77.04,2005-03-30 11:28:56,Foggy,20,Bus,No
11.14,76.9,2006-03-24 00:52:05,Rainy,39,Auto-rickshaw,No
10.89,77.17,2012-05-15 20:04:39,Stormy,18,Car,Yes
10.94,77.08,2007-10-04 08:53:45,Stormy,36,Car,Yes
10.94,77.03,2010-03-23 15:15:20,Windy,77,Bus,Yes
11.09,76.95,2021-06-07 12:09:39,Foggy,71,Bike,No
11.12,77.06,1993-01-06 07:30:22,Rainy,34,Car,Yes
10.85,77.11,2015-04-20 13:02:58,Windy,72,Car,Yes
11.17,77.11,2003-08-23 19:49:18,Rainy,67,Bus,No
11.05,77.04,1997-07-22 22:26:19,Foggy,18,Bike,No
11.2,77.04,1992-10-17 18:51:28,Clear,42,Car,No
11.11,76.84,2013-12-17 07:26:32,Windy,49,Truck,Yes
11.19,77.06,2008-11-25 13:52:51,Rainy,50,Car,Yes
11.07,76.93,2015-11-18 04:14:51,Stormy,41,Auto-rickshaw,Yes
11.15,77.05,2001-09-25 04:36:56,Foggy,23,Bike,No
11.01,76.91,2024-05-03 14:32:10,Stormy,49,Truck,Yes
10.85,76.95,2023-07-01 08:37:09,Foggy,20,Auto-rickshaw,Yes
11.01,76.9,2008-11-25 13:52:51,Rainy,47,Bus,No
11.06,77.18,2014-02-28 01:10:25,Windy,69,Bike,No
11.13,77.19,2001-10-13 19:37:38,Stormy,54,Bus,Yes
10.9,77.18,2002-09-01 12:35:47,Stormy,32,Bus,No
10.81,77.11,2000-02-01 16:28:02,Stormy,44,Truck,No
11.07,76.91,2010-11-20 11:40:39,Foggy,62,Bike,Yes
11.12,77.14,2011-04-13 01:19:12,Clear,47,Bus,No
10.93,77.18,2006-04-29 07:41:34,Clear,22,Bike,Yes
10.81,76.99,1998-08-05 21:29:06,Stormy,29,Bus,Yes
10.91,76.83,1999-05-14 07:30:01,Stormy,60,Car,Yes
11.16,77.17,1995-01-12 23:11:09,Rainy,72,Auto-rickshaw,No
10.87,76.86,2001-03-10 02:48:52,Windy,20,Auto-rickshaw,No
11.01,76.99,1994-04-26 12:06:37,Stormy,64,Truck,Yes
11.18,76.99,2022-03-07 23:47:58,Clear,29,Truck,Yes
11.16,76.97,2015-08-29 14:10:31,Stormy,70,Auto-rickshaw,No
11.18,77.03,2008-12-03 18:31:03,Clear,52,Bus,Yes
10.86,76.98,2020-01-16 22:51:46,Foggy,28,Bus,No
11.08,77.1,2006-03-24 00:52:05,Clear,29,Bike,No
10.8,77.17,2022-02-16 12:12:28,Stormy,43,Auto-rickshaw,No
11.15,76.8,2019-05-15 16:45:24,Stormy,79,Auto-rickshaw,Yes
10.86,76.81,2013-08-27 03:57:47,Stormy,45,Bus,No
10.94,77.08,2003-04-27 08:18:03,Foggy,20,Bike,Yes
10.89,76.98,2022-12-19 19:49:42,Clear,46,Bus,Yes
10.86,77.13,2002-09-01 12:35:47,Rainy,41,Auto-rickshaw,No
11.09,76.87,2003-07-10 18:43:15,Clear,73,Bus,No
10.93,77.1,1995-10-29 12:23:19,Foggy,37,Bike,Yes
10.92,76.94,2005-03-04 02:08:43,Foggy,39,Bike,Yes
10.9,77.07,2009-08-03 17:18:18,Foggy,65,Bike,Yes
10.86,76.97,1994-05-25 06:15:10,Clear,37,Bus,Yes
11.19,77.1,1997-08-22 07:39:07,Rainy,63,Truck,No
11.06,77.17,2001-01-03 10:49:04,Foggy,38,Bike,No
11.06,76.8,2011-04-06 05:39:31,Rainy,79,Auto-rickshaw,Yes
10.83,77.1,1990-06-26 19:56:24,Rainy,78,Car,Yes
10.87,77.19,2022-06-30 11:43:55,Rainy,75,Truck,No
11.05,76.88,2009-04-10 02:51:49,Foggy,67,Car,Yes
11.1,76.94,2022-03-07 23:47:58,Rainy,76,Bus,Yes
10.84,76.9,2019-02-21 14:59:47,Clear,70,Bus,Yes
10.86,76.96,1998-03-05 17:05:22,Foggy,26,Bike,Yes
11.13,77.19,2004-04-06 23:03:35,Stormy,27,Auto-rickshaw,Yes
10.91,76.9,2022-06-30 11:43:55,Rainy,36,Bike,No
10.81,77.13,2021-02-12 03:14:05,Windy,47,Car,Yes
10.95,77.13,2015-09-25 05:10:40,Foggy,54,Car,No
11.16,76.88,2013-11-18 01:28:43,Foggy,29,Car,No
10.93,77.19,2015-11-28 15:05:22,Clear,57,Car,No
10.85,77.0,2008-06-27 07:50:15,Foggy,37,Bike,Yes
10.94,77.02,2020-09-16 07:59:22,Rainy,50,Car,Yes
10.88,76.87,2019-02-21 14:59:47,Stormy,26,Auto-rickshaw,Yes
10.84,76.83,2014-04-07 02:14:05,Windy,70,Truck,No
11.09,76.92,2016-09-17 08:37:28,Stormy,18,Truck,Yes
10.95,77.07,1996-01-22 13:17:36,Windy,19,Car,No
10.81,76.9,2001-10-13 19:37:38,Windy,58,Auto-rickshaw,Yes
10.96,77.05,1994-04-02 08:19:14,Clear,30,Car,No
11.11,76.83,2010-12-26 06:15:02,Rainy,56,Car,No
11.19,77.16,2018-10-11 11:30:00,Rainy,34,Auto-rickshaw,No
10.98,77.02,1996-05-21 08:02:44,Windy,49,Auto-rickshaw,Yes
10.92,77.01,2014-12-29 20:37:35,Windy,70,Bus,Yes
10.94,76.98,2022-08-23 06:52:57,Windy,75,Auto-rickshaw,No
10.83,76.92,2017-12-01 16:47:03,Clear,56,Auto-rickshaw,No
11.03,76.84,2001-07-26 12:03:59,Rainy,52,Auto-rickshaw,Yes
10.8,77.09,2001-07-26 12:03:59,Foggy,79,Truck,No
10.99,77.1,1997-08-22 07:39:07,Foggy,18,Car,Yes
10.86,76.98,1992-03-28 19:31:26,Windy,58,Bus,No
11.0,77.19,1994-03-04 09:14:53,Foggy,18,Truck,Yes
10.81,76.9,1992-04-24 00:52:17,Clear,49,Truck,Yes
10.9,76.92,2002-03-07 21:18:50,Rainy,51,Auto-rickshaw,No
11.19,76.89,2005-10-17 14:39:04,Foggy,44,Car,Yes
10.81,76.94,1992-04-20 11:25:41,Stormy,61,Auto-rickshaw,No
10.88,76.94,2011-04-06 05:39:31,Foggy,58,Bus,Yes
10.85,76.83,2021-06-07 12:09:39,Windy,26,Auto-rickshaw,Yes
10.92,77.06,2001-10-29 20:57:21,Windy,31,Bike,Yes
10.99,77.03,2012-11-04 20:59:02,Clear,72,Truck,No
10.94,77.04,1990-08-04 02:35:34,Stormy,39,Truck,Yes
10.98,76.95,2007-08-15 06:30:08,Foggy,33,Auto-rickshaw,Yes
10.93,76.98,2008-09-02 22:47:13,Stormy,66,Auto-rickshaw,No
10.92,76.99,2012-12-01 13:10:32,Windy,43,Auto-rickshaw,No
10.99,77.19,1997-03-02 02:36:35,Clear,59,Bike,Yes
11.0,76.9,2013-03-29 16:16:26,Rainy,52,Bike,Yes
10.82,77.08,2000-12-10 01:00:09,Stormy,63,Bike,No
10.88,77.16,2018-11-11 10:18:10,Rainy,57,Truck,Yes
11.02,76.94,2000-04-16 15:50:04,Windy,62,Truck,No
11.1,77.0,2010-12-05 06:49:22,Foggy,69,Auto-rickshaw,No
10.84,77.12,2019-05-15 16:45:24,Foggy,53,Bike,No
11.14,77.03,2022-10-26 02:42:55,Clear,51,Car,No
10.83,76.91,2012-04-11 13:15:11,Windy,46,Auto-rickshaw,No
10.83,77.18,2012-06-12 07:24:17,Stormy,55,Auto-rickshaw,Yes
10.97,77.2,2005-11-26 14:19:43,Rainy,79,Car,No
10.81,77.08,2014-01-07 23:46:26,Foggy,51,Auto-rickshaw,Yes
11.02,76.87,2012-11-04 20:59:02,Windy,71,Truck,No
10.92,77.01,2023-09-09 08:16:27,Clear,68,Bus,No
11.17,77.06,2011-09-13 23:22:37,Stormy,20,Truck,No
10.87,76.91,2000-02-05 08:38:16,Rainy,44,Auto-rickshaw,Yes
10.99,76.95,2016-10-24 16:01:34,Foggy,19,Bike,No
10.81,77.14,1992-10-17 18:51:28,Clear,75,Bike,Yes
11.1,77.12,2010-12-05 06:49:22,Stormy,24,Truck,Yes
10.96,76.86,1996-04-09 04:08:08,Clear,59,Truck,Yes
10.98,76.88,1995-08-22 08:48:34,Clear,23,Bus,Yes
10.87,76.86,2010-02-17 04:14:59,Stormy,20,Bus,Yes
10.87,77.12,1995-01-13 22:31:37,Clear,30,Bike,Yes
11.19,77.03,2000-02-26 23:02:53,Clear,73,Bike,No
10.94,76.84,2006-06-23 03:46:51,Windy,56,Truck,No
10.83,77.09,2003-04-28 01:43:09,Rainy,38,Bike,Yes
10.93,76.86,2021-02-08 04:41:22,Rainy,34,Bus,No
10.86,77.15,1998-01-28 15:09:36,Rainy,23,Truck,No
11.03,77.12,2007-01-03 12:45:58,Rainy,55,Bus,No
11.03,76.84,2013-03-29 16:16:26,Clear,55,Bus,Yes
11.2,77.06,2008-09-29 08:33:04,Windy,71,Auto-rickshaw,Yes
11.03,77.18,2007-05-16 05:31:11,Stormy,43,Bus,No
10.85,77.14,2017-03-10 15:04:22,Rainy,60,Truck,Yes
11.1,77.18,2000-12-10 01:00:09,Rainy,73,Truck,No
11.02,77.1,1992-05-08 06:40:33,Clear,56,Bus,No
10.93,77.03,2023-08-21 22:28:47,Foggy,21,Auto-rickshaw,No
11.06,77.12,2000-02-05 08:38:16,Rainy,33,Auto-rickshaw,Yes
10.9,77.16,2007-10-04 08:53:45,Windy,57,Bus,No
10.95,77.08,2005-03-30 11:28:56,Foggy,60,Bus,No
11.0,77.0,2000-01-08 02:18:10,Foggy,68,Auto-rickshaw,No
10.95,76.86,2001-10-13 19:37:38,Stormy,63,Auto-rickshaw,No
11.18,76.82,1997-07-02 16:18:09,Rainy,23,Car,Yes
10.88,76.84,2023-08-09 11:06:20,Stormy,29,Bike,Yes
10.94,76.83,2000-08-06 05:51:57,Rainy,28,Bike,Yes
10.82,77.12,2005-10-17 14:39:04,Rainy,55,Bus,Yes
10.98,76.92,2000-06-28 13:28:00,Foggy,76,Car,Yes
10.91,77.19,1995-09-12 22:51:24,Rainy,54,Bus,No
11.1,76.85,2019-01-28 17:28:02,Stormy,41,Bus,No
10.9,76.91,1998-07-29 20:54:52,Rainy,28,Bus,No
10.94,77.04,1995-10-29 12:23:19,Rainy,71,Auto-rickshaw,No
10.98,76.92,2022-01-16 00:54:04,Windy,28,Bus,Yes
11.18,76.94,2022-03-06 18:41:59,Stormy,54,Auto-rickshaw,Yes
11.05,77.17,2015-01-16 16:45:42,Clear,77,Truck,Yes
10.94,77.11,2005-07-09 04:23:28,Stormy,21,Car,No
11.0,76.82,1997-08-22 07:39:07,Windy,34,Bus,Yes
10.95,76.81,2004-10-02 18:24:48,Stormy,62,Truck,Yes
10.83,76.82,2009-05-03 07:43:18,Rainy,43,Car,No
11.06,76.84,2014-05-15 00:10:35,Windy,32,Car,Yes
11.1,77.17,2002-01-26 09:42:16,Windy,57,Bike,Yes
11.09,77.17,2021-02-06 17:45:05,Foggy,50,Bus,Yes
11.18,77.03,2001-10-29 20:57:21,Stormy,71,Bike,No
10.82,77.2,2020-07-31 08:35:47,Clear,61,Bus,No
10.81,77.11,2010-11-12 04:24:48,Windy,79,Bus,No
10.85,76.82,2003-09-24 01:18:14,Stormy,41,Auto-rickshaw,Yes
10.87,76.99,1995-01-12 23:11:09,Rainy,66,Bus,No
11.14,77.11,2004-09-12 06:10:10,Stormy,59,Bus,No
11.06,76.81,2022-02-16 12:12:28,Rainy,54,Auto-rickshaw,Yes
11.16,77.01,1996-01-22 13:17:36,Clear,51,Bike,No
10.92,77.13,2007-01-21 08:44:31,Rainy,73,Bus,Yes
10.92,76.84,2000-06-28 13:28:00,Clear,24,Car,Yes
11.05,77.18,2009-09-21 00:04:51,Stormy,25,Auto-rickshaw,No
10.93,76.95,2011-11-21 04:39:27,Foggy,57,Bike,No
10.93,76.99,1996-05-21 08:02:44,Rainy,20,Truck,No
11.13,76.81,1996-05-23 02:07:37,Stormy,35,Truck,Yes
11.02,77.12,2006-06-09 05:41:46,Foggy,19,Auto-rickshaw,No
10.97,77.08,2017-03-31 06:25:39,Stormy,34,Auto-rickshaw,No
11.08,77.12,2023-07-04 23:57:57,Clear,32,Bus,Yes
10.85,77.04,2002-03-18 21:55:12,Foggy,18,Auto-rickshaw,No
10.82,76.96,1993-11-23 05:31:40,Stormy,79,Truck,No
11.16,76.84,1997-08-22 07:39:07,Foggy,30,Bus,No
10.81,76.89,2010-09-27 13:04:00,Foggy,49,Truck,Yes
10.82,76.85,2020-02-13 13:12:27,Stormy,50,Truck,No
11.18,76.95,1994-07-08 19:30:36,Rainy,53,Auto-rickshaw,No
10.9,76.91,2021-01-25 23:23:00,Windy,66,Truck,No
10.98,76.95,1995-10-03 05:20:03,Rainy,55,Bus,No
11.11,77.11,2018-10-23 11:11:45,Rainy,59,Car,No
10.85,76.91,2010-11-22 00:26:22,Windy,45,Car,No
10.95,76.81,2008-08-31 00:57:18,Stormy,24,Auto-rickshaw,Yes
11.1,76.86,1996-01-22 13:17:36,Rainy,35,Bike,No
11.05,76.91,1992-04-24 00:52:17,Foggy,64,Bike,Yes
11.11,76.85,1997-03-08 08:29:16,Windy,27,Auto-rickshaw,No
10.95,77.13,1990-08-04 02:35:34,Windy,23,Truck,No
10.81,76.94,2018-10-11 11:30:00,Clear,72,Bus,No
10.87,76.86,2021-02-08 04:41:22,Windy,31,Bus,Yes
10.98,77.16,2001-06-16 16:37:53,Rainy,72,Truck,No
10.88,77.15,2006-08-12 07:07:10,Windy,40,Bus,Yes
10.99,77.16,1990-12-13 15:46:00,Rainy,52,Bus,No
11.08,77.03,2006-03-15 05:58:37,Stormy,57,Bus,No
10.9,77.08,2008-05-23 08:17:09,Rainy,70,Bus,Yes
10.87,76.84,2012-02-07 14:05:00,Windy,74,Auto-rickshaw,No
11.03,76.8,2020-02-11 20:32:56,Stormy,38,Truck,No
11.13,77.12,2022-11-12 07:11:30,Windy,47,Auto-rickshaw,No
10.83,76.85,2013-08-27 03:57:47,Rainy,35,Bike,Yes
11.05,76.9,2006-03-30 00:35:59,Clear,59,Auto-rickshaw,No
10.87,77.07,1994-04-03 22:36:47,Stormy,40,Car,No
10.95,77.17,2017-09-27 04:51:47,Stormy,65,Bus,No
11.2,77.15,1994-04-26 12:06:37,Rainy,29,Auto-rickshaw,No
10.82,76.8,2012-04-11 13:15:11,Stormy,19,Car,Yes
11.03,77.1,1997-01-16 05:28:19,Clear,77,Auto-rickshaw,No
11.15,77.12,2008-12-03 18:31:03,Stormy,40,Auto-rickshaw,Yes
10.93,77.0,1998-08-05 21:29:06,Rainy,42,Bus,No
10.84,76.86,2002-03-18 21:55:12,Clear,36,Car,No
10.87,77.03,1992-04-24 00:52:17,Stormy,19,Auto-rickshaw,No
10.87,76.94,2022-10-26 02:42:55,Foggy,41,Bus,Yes
10.93,76.93,2023-08-21 22:28:47,Stormy,34,Truck,Yes
10.88,76.99,2010-12-26 06:15:02,Rainy,20,Bus,No
11.1,77.03,1999-07-14 14:50:02,Foggy,71,Truck,No
11.15,77.05,2019-09-04 17:42:30,Clear,45,Bus,No
10.88,77.13,1998-06-05 01:59:35,Stormy,70,Truck,No
11.12,76.88,2009-08-12 02:12:07,Clear,74,Car,No
11.16,76.91,2020-02-11 20:32:56,Foggy,34,Bus,No
10.91,76.85,2011-12-28 06:48:28,Clear,32,Truck,No
10.96,76.86,1996-10-10 21:17:20,Rainy,59,Bus,Yes
11.08,76.88,2017-04-25 08:15:29,Clear,64,Bus,No
10.86,77.04,2008-09-02 22:47:13,Windy,66,Car,No
11.19,76.99,2006-06-23 03:46:51,Stormy,75,Bike,Yes
10.98,76.86,2005-06-26 12:26:18,Foggy,30,Bus,No
11.11,77.07,1990-03-27 07:00:32,Foggy,24,Auto-rickshaw,No
10.91,76.95,1998-12-16 14:05:18,Clear,62,Car,Yes
11.03,77.03,1990-12-13 15:46:00,Windy,37,Truck,Yes
11.11,77.0,2015-01-21 04:45:26,Rainy,28,Auto-rickshaw,Yes
11.13,76.87,1991-05-12 13:28:03,Windy,29,Auto-rickshaw,No
10.84,76.98,2004-08-22 08:00:44,Windy,43,Auto-rickshaw,Yes
11.05,76.91,1999-07-14 14:50:02,Windy,41,Truck,No
10.81,76.98,2020-05-31 11:40:57,Windy,61,Bus,No
11.1,77.08,2008-12-02 20:21:14,Stormy,72,Car,No
10.98,76.91,1994-04-03 22:36:47,Stormy,30,Truck,No
11.06,77.14,2012-05-15 20:04:39,Windy,65,Truck,Yes
11.1,76.86,2010-01-04 20:18:43,Stormy,41,Bike,Yes
11.01,77.04,1998-01-28 15:09:36,Rainy,39,Bike,No
10.91,76.89,2014-06-14 22:08:45,Foggy,21,Bus,Yes
10.94,77.19,2014-10-20 20:50:11,Windy,56,Truck,Yes
11.02,76.94,2006-04-05 13:56:45,Rainy,23,Truck,Yes
11.04,76.93,2014-05-15 00:10:35,Foggy,50,Truck,No
10.81,77.02,2002-01-26 09:42:16,Stormy,79,Truck,No
10.8,77.11,1992-05-08 06:40:33,Rainy,54,Truck,No
10.81,77.05,2007-01-19 17:11:55,Stormy,25,Auto-rickshaw,Yes
11.15,76.82,1994-03-04 09:14:53,Windy,53,Truck,No
10.89,77.15,2012-04-11 13:15:11,Windy,38,Truck,No
11.18,76.86,2016-05-03 02:47:33,Clear,23,Car,Yes
10.86,77.14,2024-08-05 05:28:13,Rainy,23,Bike,Yes
11.15,77.07,2002-10-20 21:24:43,Foggy,34,Truck,No
10.92,77.13,2015-09-25 05:10:40,Rainy,28,Auto-rickshaw,Yes
11.1,76.94,2024-07-28 22:06:15,Windy,71,Auto-rickshaw,Yes
11.02,76.87,1997-01-22 05:04:46,Windy,36,Car,Yes
11.1,76.91,2023-02-07 12:07:26,Clear,66,Bus,Yes
10.86,77.13,2024-02-24 19:29:18,Rainy,31,Bus,No
11.13,77.14,1994-07-08 19:30:36,Foggy,33,Auto-rickshaw,Yes
10.9,77.17,1990-10-21 00:48:27,Windy,77,Bus,Yes
10.82,77.16,1992-03-28 19:31:26,Rainy,47,Car,No
10.96,76.88,2003-11-20 15:18:37,Stormy,19,Auto-rickshaw,No
11.1,76.96,2021-08-28 03:16:52,Foggy,73,Truck,Yes
11.15,76.81,2000-08-20 05:14:22,Foggy,23,Auto-rickshaw,No
10.93,77.11,1996-09-18 05:02:48,Windy,51,Car,Yes
10.83,76.86,1994-05-26 07:54:17,Rainy,76,Truck,No
11.08,76.85,2019-02-28 13:20:26,Rainy,62,Car,Yes
10.85,76.92,2023-09-24 16:58:38,Rainy,59,Truck,No
10.96,77.05,2009-09-21 00:04:51,Stormy,50,Car,No
10.85,77.09,1995-12-02 02:24:02,Windy,22,Bike,Yes
10.86,76.9,1997-07-22 22:26:19,Rainy,44,Auto-rickshaw,Yes
11.11,77.03,2021-05-20 01:08:13,Stormy,21,Truck,Yes
11.03,76.88,1990-06-17 11:24:34,Windy,43,Auto-rickshaw,No
11.09,77.14,2006-09-29 20:17:37,Foggy,72,Auto-rickshaw,No
11.1,76.98,2011-06-13 17:10:46,Rainy,36,Bus,Yes
10.87,76.92,2011-11-03 20:01:14,Rainy,26,Bus,Yes
10.95,77.08,2018-07-30 15:47:05,Foggy,31,Car,No
11.1,76.87,2024-02-24 19:29:18,Clear,57,Car,No
10.99,77.15,2004-09-12 06:10:10,Foggy,78,Bus,Yes
11.08,77.01,1992-10-02 08:23:46,Rainy,74,Car,Yes
11.1,76.9,2000-12-10 01:00:09,Rainy,25,Car,No
11.17,77.03,2000-07-18 11:42:51,Windy,75,Car,Yes
11.02,77.1,2006-03-30 00:35:59,Windy,27,Auto-rickshaw,Yes
11.06,76.98,2003-04-28 01:43:09,Rainy,48,Truck,Yes
10.88,76.89,2018-10-11 11:30:00,Rainy,31,Auto-rickshaw,Yes
10.88,76.86,1993-01-06 07:30:22,Clear,61,Bus,Yes
10.87,76.91,2013-11-17 05:05:04,Stormy,46,Truck,No
11.06,76.91,1997-03-03 13:29:09,Stormy,68,Bike,No
11.2,77.0,1994-03-04 09:14:53,Foggy,24,Bike,Yes
11.03,77.1,2019-05-16 10:14:00,Clear,66,Auto-rickshaw,No
11.07,76.88,2011-04-06 05:39:31,Stormy,47,Truck,No
11.08,76.87,2008-09-02 22:47:13,Clear,79,Bike,Yes
10.95,76.95,2018-03-09 08:39:46,Stormy,33,Truck,Yes
11.18,76.92,2021-08-28 03:16:52,Windy,24,Truck,Yes
11.17,76.83,2016-05-03 02:47:33,Stormy,61,Car,No
11.15,76.84,1996-05-21 08:02:44,Stormy,33,Truck,Yes
10.84,76.85,2005-02-12 07:59:26,Foggy,46,Bus,No
11.2,76.95,2006-09-29 20:17:37,Windy,42,Bus,Yes
11.16,76.86,2023-07-04 23:57:57,Stormy,56,Truck,No
10.86,77.18,2003-08-23 19:49:18,Foggy,20,Bus,Yes
11.13,76.94,2012-06-12 07:24:17,Foggy,54,Bus,No
10.87,76.96,2020-01-16 22:51:46,Rainy,33,Car,No
10.92,76.87,2000-07-18 11:42:51,Windy,18,Car,No
10.85,77.15,2002-06-15 20:17:24,Stormy,23,Bus,Yes
10.92,77.2,2013-12-10 23:54:43,Clear,28,Truck,No
11.06,77.03,2011-03-13 13:03:30,Stormy,69,Bike,Yes
10.83,76.9,2010-12-05 06:49:22,Foggy,32,Truck,Yes
11.01,77.03,1992-07-12 00:06:18,Clear,24,Truck,Yes
10.89,77.05,2021-04-02 11:11:45,Stormy,56,Truck,No
10.89,77.18,2011-12-28 06:48:28,Clear,79,Bike,No
11.14,77.1,1998-03-04 18:29:59,Stormy,49,Bike,Yes
10.95,76.94,2006-03-15 05:58:37,Windy,46,Truck,No
11.19,76.8,2024-04-30 06:15:53,Windy,36,Car,Yes
10.82,77.09,2012-06-12 07:24:17,Rainy,22,Auto-rickshaw,No
10.84,77.12,2003-09-11 02:22:17,Stormy,56,Bus,Yes
11.09,77.07,1995-05-24 14:29:57,Rainy,64,Truck,No
10.88,77.14,2024-03-25 01:13:09,Windy,27,Truck,No
